content,sentiment
Otp no hp ga pernah bisa masuk..diperbaikin lg,Negatif
Baik,Positif
"apaan gue verifikasi foto bapak gue susah padahal uda menghadap ke kamera pas, hasil nya selalu gatot (gagal total) kalo kayak begini terus lama2 gondok gue tolong lah diperbaiki kalo gak bisa verifikasi wajah se-enggak2nya pake verifikasi foto ktp cukup lah gak usah ribet tin orang lu kira yang pake jkn orang berduit semua apa ya kagak lah",Negatif
Lancar,Positif
sangat memudahkan,Positif
sangat membantu,Positif
Sangat membantu,Positif
Apkikasi payah mau verifikasi wajah nggak bisa gimana sih mending nggak usah pakai verifikasi wajah sekalian NGGAK JELAS!!!!!,Negatif
cukup puas,Positif
Terimakasih mobile JKN atas kemudahan log in..Saat login:NIK yg anda masukkan salah.Kemudian saya pilih:Daftar pakai NIK yg sama:NIK sudah terdaftar.Akhirnya aplikasi saya uninstall,Netral
Kog sejak kemarin sampai sekarang kog gk bisa diferivikasi,Negatif
"Mau daftar akun, kode OTP SMS nomor handphon tidak dikirim aplikasi apaan ini wkwkwk lucu",Negatif
Sangat baik,Positif
tolong tidak usah diberikan captcha karena menyulitkan bagi para orang tua usia 50 an,Negatif
Tingkatkan !,Positif
Good,Positif
"Saya sdh terdaftar jadi peserta BPJS mandiri kenapa saya mau masuk ke aplikasi ini mau daftar antrian jadi ribet harus login, sdh diusahakan masuk tp selalu ditolak....Mohon solusinya.....",Negatif
sangat efektif,Positif
Banyak fitur-fitur untuk dipelajari,Netral
Sangat membantu,Positif
"tolong perbaiki aplikasi tak bisa dibuka, hp terdeteksi root, padahal hp tidak di root kan aneh.",Negatif
Aplikasi sangat membantu,Positif
Sangat membantu,Positif
Sudah bisa ditebak aplikasi pemerintah Konoha,Netral
Tidak bisa scan wajah saat proses pendaftaran.,Netral
Mantap jiwa,Positif
Makasih presiden,Positif
terlalu lambat aksesnya,Negatif
Aplikasi ny buruk,Negatif
Mudah aplikasinya 👍,Positif
Verifikasi via sms gak masuk masuk padahal nomer aktif,Negatif
"aplikasi apa ini,daftar gagal terus.. auto uninstall g guna🤣",Negatif
Sangat baik pelayanan kesehatan nya,Positif
Bagus,Positif
"Log out sendiri, pas log in dianggap salah NIK salah password....",Negatif
👍👍👍,Positif
"Tidak bisa daftar wajah, padahal divise,sinyal, dan cahaya sangat mendukung, sudah mencoba berkali-kali hingga cape leher",Positif
Ok,Positif
Sejauh ini pelayanan masih bagus. Lihat perkembangan selanjutnya,Positif
Jozzz,Positif
👍,Positif
aplikasi tidak bisa di guna kan,Negatif
Oke lah,Positif
Good,Positif
Terlalu ribetttt,Negatif
"Tidak Kunjung Menerima Kode Otp, Verifikasi Muka Gagal Terus Kritik Untuk Developer Dan Pemerintah, Diperbaiki Masalah Teknis Seperti Ini, Minimal Jika Mau Indonesia Go Digital Aksesnya Di Perbaiki Juga, Bikin Aplikasi Yang Niat, Yang Mempermudah Bukan Malah Mempersulit",Negatif
Dah 1 minggu lebih verifikasi wajah nda bs2.mungkin cara lain ad nda.,Negatif
"Bagaimana kalo orang yang kekurangan, perangkatnya hanya support Android 5. Apakah ada tindak lanjutnya? Sedang sebagian rumah sakit sudah mengharuskan melakukan pendaftaran dari aplikasi JKN?",Negatif
Aplikasi mobile JKN sangat ngebantu,Positif
Cepat,Positif
"Kocak aplikasi ini masa limit cuman 3x habis gk bisa heran sama ini apk, org tidak memiliki hp harus daftar lewt mana jika aplikasi di limitin sampai 3x login ?",Negatif
Terimakasih,Positif
Berkali kali masukkan nomor hp untuk kode OTP tapi ngak bisa² .. foto juga udah berkali² tetap ngak masuk.. tolong di perbaiki dong..,Negatif
Udh smakin baik.. cm koq info riwayat pelatanannya ga bs ya?,Negatif
Ribet 😂😇,Negatif
Logout sendiri..kode otp juga lama muncul,Negatif
Tlnglah pak saya gak pernah dapat bantuan saya cm minta dpt bpjs gratis aja biar bs berobat,Negatif
"Saya lupa password jkn, saya mencoba dengan lupa kata sandi dengan memilih email karena no saya sudah tidak aktif tapi ternyata email belum terdaftar, padahal waktu pembuatan mobile jkn menggunakan email itu bagaimana?",Negatif
Cepat dan mudah,Positif
"Aplikasi terlalu ribet,buat memverifikasi wajah susah banget.... dibilangin gagal terus....🤬",Negatif
Saat verifikasi wajah nya susah. sudah di coba berulang kali tetap tidak bisa untuk melakukan verifikasi.,Negatif
Terimakasih,Positif
Sangat memudahkan,Positif
Daftar ny sulit. Pake no HP tapi Sudh berhari-hari sy mau daftar ga bisa² Krn no kode SMS ny ga masuk² tolong admin dibenahi LG ya kami benar² membutuhkan aplikasi ini,Negatif
Aplikasi suka error. Respon lambat. Tim IT tidak profesional,Negatif
Sangat membantu utk warga terdekat,Positif
Berguna banget,Positif
Mantul,Positif
Gak bisa hp biasa,Negatif
Aplikasi nya kurang afdol setiap verifikasi SMS tidak keluar,Negatif
"sejauh ini cukup bagus , tapi masih banyak kekurangannya. tolong ditambahkan menu rincian biaya , itu lebih bermanfaat daripada menu yang tidak berguna. aplikasi ini dibuat untuk mempermudah peserta bpjs,untuk pengurangan peserta pun seharusnya bisa dilakukan dari aplikasi ini secara online. terima kasih.",Positif
Aplikasi ini Sangat membantu saya dalam mencari semua informasi mengenai bpjs kesehatan,Positif
Bagus memudahkan anggota,Positif
Tidak bisa daftar lewat wa,Netral
terimakasih,Positif
"Udah isi saldo Finpay saldo hilang tapi tagihan masih ada, di uninstal terus download ulang pas masuk harus daftar auto debit pake Finpay error, aplikasi masih banyak yg harus di perbaiki",Negatif
Bagus,Positif
Luar biasa,Positif
Sangat mudah dan membantu sekali,Positif
Semoga tidak ada kendala apapun terimakasih 👍,Netral
"awal' ngga bisa verifikasi karena nomor kosong , akhirnya melakukan pengubahan data lewat Pandawa dan langsung diarahkan untuk mengisi data lewat link , langsung saya isi dan langsung dapat WA dari Pandawa untuk menunggu proses tidak lama kemudian langsung di-ACC berhasil merubah data dan mobile JKN saya sudah Ter verifikasi",Netral
"aplikasi publik seperti mainan ya. gagal terus, error terus itu setiap hari. PAYAH APKNYA",Negatif
Munus di mana mana,Negatif
"sangat bagus,,cara menggunakan sangat mudah,,, sangat membantu",Positif
verifikasi email saya di blokir jkn dan verifikasi sms di nomor penerima kode otp bukan nonor milik saya padahal saya mendaftarkan nomor saya sendiri malah nomor lain yang yercantum diprofil jkn mobil. serta verifikasi wajah gagal terus. mohon segera dibantu karna saya butuh kartu kepesertaan secepatnya sebagai perlengkapan persyaratan pembuatan skck untuk pengajuan lamaran kerja sebelum lowongan ditutup,Netral
Verifikasi foto nya susah bgtttttttt!!!!!! Gagalll teruss,Negatif
Verifikasi wajah gagal terus.padahal sudah sesuai intruksi..mau berobat malah susah.,Negatif
Good,Positif
Nice,Positif
Aplikasi tidak berfungsi .,Negatif
"Aplikasi gak guna bikin stres, gak bisa verivikasi, padahal nomer hp saya masih aktif kok di aplikasi ini nomer dan email sudah tidak aktif.",Negatif
Sangat membantu dan Aplikasi mudah dimengerti,Positif
Sangat membantu,Positif
Pengaduan susah pelayanan lambat,Negatif
Semua jadi sangat mudah.,Positif
"padahal sudah dapat banyak banget ulasan negativ, dan sudah dijelaskan dimana saja letak kekurangan nya, tapi kok belum diperbaiki juga? •verifikasi wajah gabisa •verifikasi no hp malah kirim sms ke nomor yg tidak didaftarkan,(kan annneh bin ajaibb) •masuk harus pake nik,(ribet harus sedia ktp) •daftar antrean gagal terus (bikin erosi)",Negatif
Sangat mendukung,Positif
"Apk mantap, mempermudah masyarakat dlm melakukan urusan kesehatan",Positif
Gk guna,Negatif
"parah kebanyakan korup,masak aplikasi pemerintah banyak bugnya vermuk aja do coba 100 x gagal terus",Negatif
Kalo Aplikasi buatan Dalam Negeri pasti bikin naik darah teruss.. banyak orang pintar di negeri ini kok bikin apk buatan dalam negeri semua nya pada bermasalah semua... 👎👎👎👎👎👎👎👎👎👎👎,Negatif
Sangat Terbantu sekali dengan segala kemudahan yang diberikan,Positif
Super sekali,Positif
Verifikasi wajah ditolak terus padahal sudah sesuai instruksi. Nomor hp justru nomor lain yang berbeda pada saat registrasi. Vitur ferifikasi tidak bisa menggunakan email. Aplikasi apa ini. ? Sangat jelek😡,Negatif
Goodpisan,Positif
Mantap,Positif
Keren,Positif
perbaiki lagi kenapa saya mudah keluar dari apk padahal sering liat jkn,Negatif
mantul,Positif
Mohon bimbingan'nya..Semoga bisa mmbantu Krn saya pngguna baru🙏,Positif
Ribet harus update berkali**. Harusnya verifikasi bisa dipermudah lewat wa...lebih praktis gak harus isi pulsa lagi cukup pakai paket data atau WiFi j...online kok malah ribet,Negatif
"Mau daftarin autodebit aja susah banget,, nunggu kode verifikasi lewat SMS ,TAPI TIDAK ada SMS masuk masuk. Payah... TOLONG MIN DI PERBAIKI..!!!",Negatif
Sangat membantu,Positif
Lemot,Negatif
"Info Riwayat Pelayanan diperbaiki donk, masa cuma peserta penanggung yang ditampilkan, peserta lainnya tidak ada, dibuat pilihan dong sepeti pada menu pendaftaran",Negatif
mudah,Positif
Mau daftar captcha nya muter muter doang kagak muncul mincul Gimana mau daftar coba Aplikasi jelek,Negatif
Susah dapet otp. Bukan mempermudah. Malah mempersulit,Negatif
Pengalaman bagus lancar mrnyenangkan,Positif
Sangat membantu saya dalam mendaftar baik faskes 1 maupun 2 Terima kasih sekali.semoga sukses selalu.Aamiin.,Positif
"Aplikasi yg bagus dan sangat memudah kan peserta,terima ksh",Positif
Aplikasi yg sangat membantu,Positif
Good,Positif
Verifikasi gagal terus 😞 klo udh di perbaiki saya kasih bintang 5 😞,Negatif
Mantap,Positif
"Saya udah berkali"" coba dr dlu gkbisa login ya nomer smua tk coba tp GK ada yg bisa saya sampai heran mmpersulit skli aplikasi ini orang mau berobat butuh malah dipersulit",Negatif
Pelayanan luar biasa,Positif
Nomer antrian GK muncul...udah daftar berapa kali ...,Negatif
Semoga kedepannya lebih baik dan saya dpt pelayanan yg layak.,Positif
mantappp,Positif
"Apk apa ini mau Verifikasi wajah ga bisa,pake SMS kode otp ga ada gimana mau daftar",Negatif
"aplikasi yg sulit, ketika digunakan tak berfungsi",Negatif
"Awal nya bisa login, setelah di-update jadi tdk bisa login , karena kode captcha nya tdk ada. Tolong diperbaiki.",Negatif
"apk gajelas, verifikasi muka gabisa, kode verifikasi sms ga muncull",Negatif
Bagus,Positif
Terima kasih sudah dibantu petugas rsdk,Netral
Ok,Positif
Memudahkan kita untuk semuanya terimakasih,Positif
Cepat dan mudah,Positif
tolong applikasinya di perbaiki kannappa mau ferivikasi nggaa bisa. kirim kode a udah bolak ballik nltetapp ngga bisa padahal sekarang tiap pengguna bpjs kusus a kallo di rumah sakkit di haruakan pake aplikasi jkn applikasii a kaya gini terus solusinya gmnaa,Negatif
"Ada apa dengan BPJS sekarang ? Syarat berbelit harus fotocopy hasil rekam nafas paru2 untuk Ambil.obat di instalasi farmasi RSUD, kalau GK dibawa persyaratan GK dapat obat. Anehh.. aneh... !!!! . Dan BPJS tiap bulan juga bayar... Sistem nya kok bobrok banget sih!! Jomplang banget beda syarat yang kemarin",Negatif
Sangat canggih,Positif
"Manteb ,",Positif
susah,Negatif
"Dari ribuan keluhan 2 ga d tanggapi,bagaimanakah aplikasi ini barudak,baik kah atau jelek kah,,,",Negatif
Mantap bos kuh,Positif
Membantu sekali,Positif
Tinggal satu langkah verifikasi wajah gagal terus. Gimana mau akses semua fiturnya kalo verifikasinya aja susah begini. Ada apk nya juga percuma tidak mempermudah,Negatif
Pelayanan Toppp dah... Ramah & super cepat,Positif
Selalu membantu,Positif
Susah masuk aplikasi,Negatif
Gimana ini aplikasi saya mau daftar aja susah amat Verifikasi wajah udah ratusan kali masih ga bisa tolong pihak BPJS segara di perbaiki masalah ini Sangat merugikan semua orang kalo gini,Negatif
"Memang kalo aplikasi dari pemerintah kebanyakan gak pernah benar, selalu ada bug... Jadi makin yakin sama istilah ""Tua bangka mana ngerti Teknologi"".",Negatif
apk jelek ganiatkah? memersulit orang berobat,Negatif
Sangat sangat membantu sekali...,Positif
Terbaik...Salam Sehat...,Positif
Klo mau semua serba aplikasi minimal perbaiki dulu lah. Ini verifikasi wajahnya gak guna banget. Gagal terus padahal sudah sesuai🙄,Negatif
Sangat membantu,Positif
Verif mukaa gagal trss kaga dibnrin² emng developernya kaga niat bikin aplikasi,Negatif
Memudahkan bangett,Positif
Mantaphs,Positif
Kok nga bisa di update yo aplikasinya,Negatif
"Ini kenapa tiba tiba keluar sendiri, trus mau masuk malah susah, pasword salah..akhirnya daftar awal lagi, tapi susahnya minta ampun...",Negatif
Sangat bermanfaat dan efisien,Positif
"Setelah beberapa kali coba masuk mobile jkn, akhirnya bisa juga.. Terimakasih, semoga layanan on line nya terus ditingkatkan",Positif
Memilki BPJS sangat penting,Positif
Aplikasi yang sangat bermanfaat,Positif
Aplikasi sangat membantu good,Positif
Puasssss,Positif
Mudah digunakan,Positif
Mudah dan cepat,Positif
Aplikasi yang sangat membantu,Positif
Tolong ini aplikasinya saya udh verifikasi wajah bbrpa kali tth gk bisa verifikasi udh di tempat yg terang padahal kok susahnya minta ampun verifikasi juga,Negatif
Terimakasih.....,Positif
Susah masuk sampai ku intal 2 kali tolong dong jangan dipersulit ga bisa masuk masuk,Negatif
Dulu-dulu sangat susah masuk mobil JKN,Negatif
Aplikasi ribet .. otp susah sudah ada pulsa 24ribu loh.. verifikasi wajah gagal terus. .,Negatif
"Aplikasi yang menyulitkan orang lain, tidak dapat mendaftar dan tidak dapat menerima kode verifikasi👍",Negatif
Bener bener ga fungsi,Negatif
"Verifikasi nya tidak jadi terus, pdhl ruangan TDK gelap, TDK pakai kacamata atau masker, hrsnya kan terbaca knp JD gagal trs",Negatif
Sangat membantu,Positif
Oke,Positif
gagal mulu daftar wajah nya padahal sesuai dngan intruksinya!,Negatif
mantap,Positif
sangat puas,Positif
sangattt membantu masarakat indonesia,Positif
👍👍👍,Positif
Verifikasi gagal terus. Gatau ngulang berapa kali,Negatif
Jarang di pakai,Negatif
Mantap sangat membantu,Positif
ok,Positif
"makin di update malah makin gajelas, harus masuk lagi ke akun, kalo lupa sandi ngirim kode verifikasi nya ga keluar keluar dicoba beberapa kali tetep ngga bisa",Negatif
Pelayanan kepada pasien cepat tertangani dengan baik sesuai yg di harapkan,Positif
Koperatif cekatan dan perhatian,Netral
Ok,Positif
Baik mau mengubah tempat tinggal yang salah,Negatif
Oke,Positif
Bgus sangat membantu,Positif
Aplikasi gaguna gabisa daftar katanya no telepon sudah ada pake,Negatif
mantap betullll,Positif
Aplikasi yg sangat penting untuk Msalah kesehatan Qt..the best,Positif
"tolong dong perbaiki di sistem verifikasi wajah nya,udah beberapa kali pakai senter hasilnya tetap sama pencahayaan kurang terus,apa mungkin harus matahari verify nya?",Negatif
"Aplikasi siluman. Kalau nomor hp tidak sesuai pasti OTP pertama tidak muncul. Ini pendaftaran sukses dan bisa login. Eh tiba mau verifikasi berbunyi ""no hp tidak sesuai"" siluman banget kan. Buka menu yg lain jd tdk bs karena ibu verifikasi belum buka pintu oyo. Payah",Negatif
Best,Positif
"Cukup bagus , hanya terkadang terganggu karena signal saja.",Negatif
Bagud,Positif
oke,Positif
JKN mobile sekarang memudahkan peserta untuk berobat tanpa harus antri lg...,Positif
Mantap,Positif
Kanapa jkn mobil ku seri eror sih badahal Udh AQ pindah di hp satu ny TPI masih trobel klw bisa di perbaiki lagy appnya,Negatif
Mau masuk aplikasi aja susah banget gagal terus ga jelas banget aplikasinya,Negatif
Percuma lapor pemerintah,Negatif
"Verifikasi wajah gagal terus, padahal.l sudah sangat terang sangat jelas, mohon diperbaiki lagi, harapan menggunakan aplikasi supaya untuk akses lebih gampang bukan sulit seperti ini",Negatif
Good aplication,Positif
mantab,Positif
Bagus,Positif
Mantap,Positif
Oke,Positif
Mantap,Positif
Aplikasi buruk.. satu kk ada 3 nik.. kog bisa2 nya dimasukkan dibilang maaf perangkat anda sudah untuk login 3 nik.. gmn g 3 nik lhawong 1 kk isinya 3 nik.. mohon dibenahi.. ini milik negara apa milik pribadi sih..,Negatif
Setelah diupdate saat awal tahun. Aplikasi ini tdk bisa login sampai hari ini 21 januari 2025!! Sdh saya chat cs sampai datang langsung ke kacab provinsi masih tdk bisa login!!,Negatif
Bagus ... mempermudah segala urusan,Positif
Ok,Positif
Sekelas APK punya pemerintah ko kaya gini.,Negatif
Keren,Positif
Sangat membantu,Positif
Ok mantap,Positif
"Bisa gak yah kalau gak mesti dan gak sering update, maksa banget harus update,semakin beraaat, memang nya gak ada solusi Laen gitu update Mulu, ruwet",Negatif
Sangat membantu..good job,Positif
"Code captcha salah mulu padahal sudah benar, kak nye mau di coba 1000 kali jga gak bisa"". Top 1 apk tersulit ni buat daftar.",Negatif
Aplikasi eror Mao daftar aja pake ribet ngpin kirim otp pake pulsa orang mah tinggal kirim aja gaush pake segala pulsa aplikasi pemerintah ga bermutu aplikasi*EROR* mending APUS apknnya baru Mao daftar aja udh dipersulit gmna yang Laen Laen hadeuhhh ini aplikasi bikin orang susah doang mending diapus aja dh,Negatif
"Ngga ada kode otp yg masuk sama sekali, padahal udah coba dari siang",Netral
Aplikasinya force close kenapa ya,Negatif
Mantab..semoga lebih baik lagi,Positif
"Izin min, kenapa ketika mau verivikasi via sms, kode otp nya tidak terkirim",Netral
Keren,Positif
Pilihan dokter gigi gak muncul,Negatif
Sangat memudahkan masyarkat,Positif
Sangat membantu,Positif
Sangat membantu,Positif
"Top,, sayang gk bisa di download di HP oppo a83",Positif
"Awalnya gak mau ribet, gak taunya tambah ribet bikin mood rusak, verifikasi muka berkali² gagal, hapus dan download ini aplikasi berkali², masih tetep gak bisa, nerima kode gak keterima²,",Negatif
"kenapa harus ada captcha untuk login, menyusahkan saja. captcha selalu putar2 loading untuk login.",Negatif
Aplikasi ini sangat membantu sekali Trimakasih,Positif
Fitur ya komplit dan mudah di mengerti,Positif
"Susah bgt ya mau booking dftr periksa padahal tertera antrean nol tp stiap di klik antrean penuh udh coba pagi siang malem buat periksa besokkannya tetap aj gk bisa , sedangkan ke klinik langsung suruh dftr lewat aplikasi , padahal stiap bulan bayar rutin lohh ini tp susahnya Ya Allah",Negatif
